Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55)
1.6195029350290196e-11,0.19780751173687297,76.950000000000003,0.0,0.0,0.0,0.99999834164208001,9.4999999684974767,8.3363373655894702e-08,7.7253293792861012e-07,7.5123993360014308e-07,2.6397229220181534e-08,8.935549505404254e-13,9.8393087450816048e-10,9.5556734522711094e-09,5.1043997220466412e-09,7.5587457083655865e-16,4.6565145851507862e-16,2.288367713687125e-16,9.0652930244533461e-09,2.2770784547753133e-11,9.1790258554048047e-17,4.7574852315539484e-20,9.5163845880137039e-24,1.5871804599188894e-24,3.5999896058039068e-16,1.0674349875519626e-12,9.4066583274769593e-15,9.4185292562590249e-15,7.5953968061811685e-18,4.2755319758871313e-18,2.9396378543424178e-25,9.5841874331106889e-15,1.5675222489875537e-17,4.6686096431376733e-18,2.6029273262437476e-32,1.4508239907706211e-19,3.5023729066034661e-22,2.5094390720138597e-32,9.0326658424700437e-11,2.6724163515954827e-24,6.7253557669992898e-25,2.8532579466827426e-14,8.5100732800222609e-15,3.105139166897909e-15,2.8514156530721137e-14,2.8946457868892539e-16,2.5094385248530857e-32,1.6063976585249837e-23,1.2526134536889919e-23,1.0930070156256049e-23,8.8601987089615023e-27,1.5499263005542489e-22,2.3722006020980563e-29,1.1759326117537378e-18
1.6829167042853826e-11,0.19780751173167596,76.950000000000003,0.0,0.0,0.0,0.99999827670698505,9.4999999661998729,8.6627560157872004e-08,8.027477558462078e-07,7.7962621633825661e-07,2.846025790261072e-08,9.2850367558063639e-13,9.8393081399537503e-10,9.9490560429905335e-09,5.3389425767049857e-09,8.1494950312227029e-16,5.2537005253628009e-16,2.5706365894773401e-16,9.4384879148658483e-09,2.4587417314098093e-11,9.6007965882670607e-17,4.9762137203619835e-20,1.1087864371414395e-23,1.7974533373070626e-24,3.9015458693074096e-16,1.1512434803328601e-12,1.0545616832353445e-14,1.0558987191749905e-14,8.5305525609053073e-18,4.8398068355590253e-18,3.0659908146961812e-25,1.0348743592543854e-14,1.6946462902151989e-17,5.076640156950638e-18,3.4002799528672691e-32,1.6434841564870814e-19,3.9222823088649605e-22,3.2781551089512022e-32,9.4045203060639025e-11,3.0275019117140816e-24,7.6185702641527125e-25,2.9750375855795483e-14,8.8619325740885181e-15,3.1052099390690233e-15,2.9730383173316392e-14,3.1471102694218492e-16,3.2781543660603801e-32,1.8701005352783564e-23,1.4673024232873133e-23,1.2864701047771387e-23,1.0839677725690475e-26,1.7089940363910404e-22,3.0170068991726146e-29,1.2697498397588982e-18
1.7463304735417455e-11,0.19780751172631092,76.950000000000003,0.0,0.0,0.0,0.99999821177182957,9.4999999638280066,8.9891745444339306e-08,8.3296251191840116e-07,8.0793829389874761e-07,3.059748465384941e-08,9.6345232905667389e-13,9.839307528415672e-10,1.0342438607616711e-08,5.5735432923626803e-09,8.7614913321822394e-16,5.9019638885686468e-16,2.8762175113864958e-16,9.8116827809505039e-09,2.6473738074183844e-11,1.0022671373870414e-16,5.1949973126894242e-20,1.2849008527275896e-23,2.026287648670229e-24,4.2152474688276838e-16,1.2381102782265652e-12,1.1772207246292811e-14,1.1787197800729391e-14,9.5388550144158966e-18,5.4516994221679643e-18,3.192343767092441e-25,1.1142625854466372e-14,1.8267256471994873e-17,5.5019371383270976e-18,4.3979336584766768e-32,1.8526231600284392e-19,4.3738829077757132e-22,4.2399790293761945e-32,9.7763749595661799e-11,3.4129762078409984e-24,8.5881950774554615e-25,3.0967211127909905e-14,9.2125954603484437e-15,3.1052805953893586e-15,3.0945586858109321e-14,3.4100878025145224e-16,4.2399780321376697e-32,2.1647682507412399e-23,1.7089861325554673e-23,1.5050373734237474e-23,1.3161915731311237e-26,1.876820780457007e-22,3.8026915656453259e-29,1.3671662715978697e-18
1.8097442427981085e-11,0.1978075117207787,76.950000000000003,0.0,0.0,0.0,0.99999814683661359,9.4999999613822581,9.3155929515296806e-08,8.6317721953757454e-07,8.3617652199095803e-07,3.2808553772474585e-08,9.9840092646018239e-13,9.8393069155831698e-10,1.0735821145894419e-08,5.8081884765614208e-09,9.3946327544106366e-16,6.6036962678195897e-16,3.2062068050870844e-16,1.0184877622465353e-08,2.8429746692617624e-11,1.0444626128255218e-16,5.413823486099943e-20,1.4815136647610949e-23,2.2745785577345532e-24,4.5410929602925012e-16,1.3280240161665947e-12,1.3089563992682992e-14,1.3106300054720783e-14,1.0622964469836992e-17,6.113097567955143e-18,3.3186967112692913e-25,1.1965834107899813e-14,1.9637603001600458e-17,5.9445005854834991e-18,5.6360163461399285e-32,2.0789238063217521e-19,4.8582428958697201e-22,5.4335978174596074e-32,1.0148229802252597e-10,3.8300991011857735e-24,9.6373967278667165e-25,3.2183086027440307e-14,9.5620660634170862e-15,3.1053511415717494e-15,3.2159768635697991e-14,3.6835674184864369e-16,5.4335964928452452e-32,2.492690691928877e-23,1.9799312032536928e-23,1.7508815492424625e-23,1.5870451079076993e-26,2.0534669440886103e-22,4.7531298669788881e-29,1.4681819204962302e-18
1.8731580120544714e-11,0.19780751171508024,76.950000000000003,0.0,0.0,0.0,0.9999980819013371,9.4999999588629844,9.6420112370744649e-08,8.9339188899053843e-07,8.6434125461905008e-07,3.509311126219811e-08,1.0333494796902729e-12,9.8393063013565788e-10,1.1129203657828599e-08,6.0428678424182428e-09,1.0048817929348006e-15,7.3613200208249539e-16,3.5617204756295919e-16,1.0558072439415222e-08,3.0455443061248689e-11,1.0866642352287954e-16,5.632682622999114e-20,1.7002270123405418e-23,2.5432329813881012e-24,4.8790808997911947e-16,1.4209733801683152e-12,1.4500809851530219e-14,1.4519421264966881e-14,1.1785531344876626e-17,6.8258820917875373e-18,3.4450496473415965e-25,1.2818368253235134e-14,2.1057502314768218e-17,6.4043304757308141e-18,7.1608031408826546e-32,2.3230688939684848e-19,5.37642210328429e-22,6.903624979053507e-32,1.0520084833646262e-10,4.2801304413045047e-24,1.0769341707017405e-24,3.3398001303015025e-14,9.9103484951717051e-15,3.10542157399536e-15,3.3372929560521705e-14,3.9675381609276241e-16,6.9036232367968686e-32,2.8562332919092942e-23,2.2825086323663005e-23,2.0262781879533924e-23,1.9012511070426516e-26,2.238987074962208e-22,5.8951670551020083e-29,1.5727968010860926e-18
1.9365717813108344e-11,0.19780751170921632,76.950000000000003,0.0,0.0,0.0,0.9999980169660001,9.4999999562705497,9.968429401068302e-08,9.2360652817875688e-07,8.9243284409018143e-07,3.7450804823692762e-08,1.0682979978866885e-12,9.8393056848948568e-10,1.152258614346116e-08,6.2775734883962042e-09,1.0723945974367474e-15,8.1772879606609088e-16,3.9438941012639321e-16,1.0931267231840051e-08,3.2550827092850377e-11,1.1288705836456627e-16,5.8515673369796006e-20,1.9427144037785399e-23,2.8331694716509362e-24,5.229209843583251e-16,1.5169471070875772e-12,1.6009056011789778e-14,1.6029677134832214e-14,1.3029196216261409e-17,7.591926826174818e-18,3.5714025752973475e-25,1.3700228199563732e-14,2.2526954251834237e-17,6.8814267751994358e-18,9.0253880641344803e-32,2.5857412145394021e-19,5.9294720640640854e-22,8.7012481079352838e-32,1.089194005330669e-10,4.7643300647892585e-24,1.1987196473934127e-24,3.4611957700912657e-14,1.0257446852731918e-14,3.1054918935529904e-15,3.4585070684152859e-14,4.2619890847586305e-16,8.7012458372791061e-32,3.2578364341902023e-23,2.6191951194141279e-23,2.3336069951309215e-23,2.2639182532811999e-26,2.4334304260564484e-22,7.2588648316666648e-29,1.6810109290798575e-18
1.9999855505671974e-11,0.19780751170318772,76.950000000000003,0.0,0.0,0.0,0.9999979520306026,9.4999999536053092,1.0294847443511209e-07,9.5382114317988462e-07,9.2045164102263996e-07,3.9881283846457414e-08,1.1032464880793907e-12,9.8393050672402101e-10,1.1915968602740081e-08,6.5122993367671163e-09,1.1419916490445738e-15,9.0540830493633731e-16,4.353882723236728e-16,1.1304461999690639e-08,3.4715898716194217e-11,1.1710805651045635e-16,6.0704719475960034e-20,2.2107218972872472e-23,3.1453180987456634e-24,5.5914783481033636e-16,1.6159339843804941e-12,1.7617402123449312e-14,1.7640171811958795e-14,1.4356589863960689e-17,8.4130986455159961e-18,3.6977554949579847e-25,1.461141386259785e-14,2.4045958665723448e-17,7.3757894452407767e-18,1.1290401212867331e-31,2.8676235521380725e-19,6.5184360818452178e-22,1.0884920324400425e-31,1.1263795460706062e-10,5.2839577944563179e-24,1.3294127453010717e-24,3.5824955964641345e-14,1.0603365218378505e-14,3.1055621056676117e-15,3.5796193054876768e-14,4.566909256227804e-16,1.0884917390373989e-31,3.7000148618006135e-23,2.9925743804830708e-23,2.6753531344021565e-23,2.6805584474414091e-26,2.6368414700187171e-22,8.8777589053310222e-29,1.7928243210158436e-18
2.0633993198235603e-11,0.19780751169699518,76.950000000000003,0.0,0.0,0.0,0.99999788709514459,9.4999999508676165,1.0621265364403206e-07,9.8403573867205443e-07,9.4839799435393973e-07,4.2384199400721227e-08,1.1381949556793757e-12,9.8393044498771032e-10,1.2309351035591284e-08,6.7470407093249068e-09,1.2136629559844794e-15,9.9942180943925444e-16,4.7928607322041318e-16,1.1677656742896865e-08,3.6950657872328063e-11,1.2132933383131547e-16,6.2893920835128288e-20,2.5060692728819451e-23,3.4806203352643694e-24,5.9658849699586234e-16,1.7179228498643768e-12,1.932893634936448e-14,1.9353997940175311e-14,1.5770333315200228e-17,9.2912574956292676e-18,3.8241084062215533e-25,1.5551925163101461e-14,2.5614515418971123e-17,7.8874184451552047e-18,1.4024772892251149e-31,3.1693986832737859e-19,7.1443492949346177e-22,1.3521096983151356e-31,1.1635651055297148e-10,5.8402734391089614e-24,1.4693301033417083e-24,3.7036996838254564e-14,1.0948107660624754e-14,3.1056322131680827e-15,3.7006297721008425e-14,4.8822877528664619e-16,1.3521093222329192e-31,4.1853570910528513e-23,3.40533844901737e-23,3.054108522082717e-23,3.1571042803954412e-26,2.8492603633349971e-22,1.0789127820432023e-28,1.908236994066097e-18
2.1268130890799233e-11,0.19780751169063954,76.950000000000003,0.0,0.0,0.0,0.99999782215962607,9.4999999480578214,1.0947683163744308e-07,1.0142503182529117e-06,9.7627225134887795e-07,4.4959204229386645e-08,1.1731434048477323e-12,9.8393038329856195e-10,1.2702733442005746e-08,6.9817940083480819e-09,1.287398574380478e-15,1.1000235447950942e-15,5.2620217522367653e-16,1.2050851461450338e-08,3.9255104511777446e-11,1.2555082562850712e-16,6.5083243840945334e-20,2.8306511953046466e-23,3.8400289414236724e-24,6.3524282659251367e-16,1.8229025914798076e-12,2.1146735416848167e-14,2.1174236711160372e-14,1.7273037888266531e-17,1.0228256423938408e-17,3.9504613091323208e-25,1.6521762025711729e-14,2.7232624381485789e-17,8.4163137330776527e-18,1.7306546040003658e-31,3.4917493768777311e-19,7.8082387408090829e-22,1.6685018940759456e-31,1.2007506836595668e-10,6.4345367935663564e-24,1.6187883569173429e-24,3.8248081067273881e-14,1.1291678234549813e-14,3.105702214796055e-15,3.8215385731816061e-14,5.2081136634660748e-16,1.6685014156449738e-31,4.7165248299519037e-23,3.8602889634749366e-23,3.4725731083497658e-23,3.6999267096002742e-26,3.0707233649830774e-22,1.3034273203784013e-28,2.0272489658918745e-18
2.1902268583362862e-11,0.19780751168412167,76.950000000000003,0.0,0.0,0.0,0.99999775722404705,9.4999999451762775,1.1274100841534532e-07,1.044464884686092e-06,1.0040747576075546e-06,4.7605952740011176e-08,1.2080918387807702e-12,9.8393032159120817e-10,1.3096115822016041e-08,7.2165564701255114e-09,1.3631886080247901e-15,1.20747067091263e-15,5.7625785234152565e-16,1.2424046155382107e-08,4.1629238592383478e-11,1.2977248220159096e-16,6.727266268866998e-20,3.1864383678026211e-23,4.2245078513963378e-24,6.751106792948907e-16,1.930862147053851e-12,2.3073864669015729e-14,2.3103957915861533e-14,1.8867305236103841e-17,1.1225941609706997e-17,4.0768142037468133e-25,1.7520924378028474e-14,2.8900285428821124e-17,8.9624752667745525e-18,2.1223738146820024e-31,3.8353583943040169e-19,8.5111234200604364e-22,2.0461543543994506e-31,1.2379362804158102e-10,7.0680076386646022e-24,1.7781041379154371e-24,3.9458209396858759e-14,1.1634080981282843e-14,3.1057721092566366e-15,3.942345813569139e-14,5.5443760880851832e-16,2.0461537500802165e-31,5.2962524012005249e-23,4.3603384419950513e-23,3.9335561451065044e-23,4.3158529373734072e-26,3.3012632143852176e-22,1.5658811539776505e-28,2.1498602545319899e-18
2.2536406275926492e-11,0.19780751167744223,76.950000000000003,0.0,0.0,0.0,0.99999769228840751,9.4999999422233259,1.16005183977739e-07,1.0746794400950685e-06,1.0318058570733511e-06,5.0324100996827508e-08,1.2430402599342627e-12,9.8393025984323072e-10,1.3489498175633313e-08,7.4513259711048571e-09,1.4410232081493366e-15,1.3220232428827109e-15,6.2957627836123302e-16,1.2797240824702911e-08,4.4073060077602335e-11,1.3399426536224663e-16,6.946215756199658e-20,3.575478676692433e-23,4.6350320607085182e-24,7.1619191081482583e-16,2.0417905040644051e-12,2.5113378115887738e-14,2.5146219995671654e-14,2.0555727389705407e-17,1.2286152394212375e-17,4.2031670900483861e-25,1.8549412149897972e-14,3.0617498440816395e-17,9.5259030045423239e-18,2.5875253857292699e-31,4.2009084893037048e-19,9.2540143598044478e-22,2.4946024481062019e-31,1.2751218957522106e-10,7.74194574120785e-24,1.9475940746967746e-24,4.0667382570649152e-14,1.1975319927694249e-14,3.1058418974289308e-15,4.0630515978993001e-14,5.8910641380513179e-16,2.4946016898768565e-31,5.9273461697518564e-23,4.9085115442252589e-23,4.439977440688648e-23,5.0121844881757142e-26,3.5409094728821989e-22,1.8712977582184586e-28,2.276070878315008e-18
2.380468166105375e-11,0.19780751166360194,76.950000000000003,0.0,0.0,0.0,0.99999756241694682,9.4999999361045742,1.2253353145600132e-07,1.1351085239104042e-06,1.0870552031637522e-06,5.5973229241829817e-08,1.312937070921751e-12,9.8393013620364914e-10,1.4276262803699505e-08,7.9208800203532075e-09,1.6027869486047759e-15,1.5734992462689841e-15,7.4650349977786758e-16,1.3543630089522426e-08,4.9169765136963716e-11,1.4243810228241108e-16,7.3841318795743125e-20,4.4619029429234836e-23,5.538171000729916e-24,8.0199393324056253e-16,2.272509819157639e-12,2.9541717272652385e-14,2.9580544103155537e-14,2.4225356386797817e-17,1.4601474116350883e-17,4.4558728377233832e-25,2.0694363680045197e-14,3.4200579894129246e-17,1.0704556929350205e-17,3.7837287847381e-31,5.0005628891322118e-19,1.0863819637278192e-21,3.6478514734158203e-31,1.3494931819780578e-10,9.2162627159058697e-24,2.3183629114743612e-24,4.3082866423914286e-14,1.2654322457910703e-14,3.1059811557478408e-15,4.3041592165253141e-14,6.6156736155531609e-16,3.6478503018405728e-31,7.3552145783953271e-23,6.1618954149878396e-23,5.6013742271429811e-23,6.6777516145664439e-26,4.0476253161539602e-22,2.633615730067043e-28,2.5392902057208316e-18
2.507295704618101e-11,0.19780751164912483,76.950000000000003,0.0,0.0,0.0,0.99999743254524409,9.4999999297042912,1.2906187407223136e-07,1.1955375787698462e-06,1.1420230083335621e-06,6.1903870310979955e-08,1.3828338482982266e-12,9.8393001272413962e-10,1.5063027326032285e-08,8.3904470844986812e-09,1.7726119457832206e-15,1.8565887958063968e-15,8.7800677350966261e-16,1.4290019255746943e-08,5.4545219466949157e-11,1.508821732524725e-16,7.8220643075980066e-20,5.5078936448480615e-23,6.5574627415286893e-24,8.9264773990828864e-16,2.5149734207166719e-12,3.445596023179928e-14,3.4501451502835026e-14,2.8302470324156133e-17,1.7188800711586851e-17,4.7085785518690633e-25,2.2956616081819338e-14,3.7981867831621193e-17,1.1952275191770054e-17,5.4239701672432751e-31,5.8961744551030239e-19,1.2645585696608095e-21,5.2291953244817993e-31,1.4238645419453974e-10,1.0867565572906602e-23,2.7336278239690971e-24,4.5494538563933646e-14,1.3328717762403063e-14,3.1061199996645512e-15,4.5448622638962976e-14,7.3818552113733379e-16,5.2291935549048328e-31,9.0240003568409213e-23,7.646927817229677e-23,6.9823799064758747e-23,8.765226251485393e-26,4.591054804151275e-22,3.6410349445824143e-28,2.8169070983194047e-18
2.634123243130827e-11,0.19780751163401705,76.950000000000003,0.0,0.0,0.0,0.99999730267329934,9.4999999230251877,1.3559021182643052e-07,1.2559666101374422e-06,1.1967119652932043e-06,6.8113331553251857e-08,1.4527305983793413e-12,9.8392988941533454e-10,1.5849791742626064e-08,8.8600216987940169e-09,1.9504210943121165e-15,2.1734736121712709e-15,1.0251386685604854e-15,1.5036408323372441e-08,6.0199422876278343e-11,1.593263799986492e-16,8.2600079684247155e-20,6.7327270877514619e-23,7.7010942112182023e-24,9.8815217713017619e-16,2.7690949722153315e-12,3.9880136239280758e-14,3.9933006306549109e-14,3.2807463438442083e-17,2.0062603829904494e-17,4.9612842325755236e-25,2.5336168832355507e-14,4.1961361365603544e-17,1.32690574862248e-17,7.637097959107221e-31,6.8932049461447305e-19,1.4607120058209551e-21,7.3628568553939197e-31,1.4982359752805174e-10,1.2705931946329466e-23,3.1959217133240836e-24,4.7902404924677004e-14,1.399853755990271e-14,3.1062584282002631e-15,4.7851615737420616e-14,8.1895222202881675e-16,7.362854236797871e-31,1.0958690585747048e-22,9.3919689284828288e-23,8.6104579851701926e-23,1.1351984816994715e-25,5.1713479483471546e-22,4.9537373820597729e-28,3.1089217079509064e-18
2.760950781643553e-11,0.19780751161828464,76.950000000000003,0.0,0.0,0.0,0.99999717280111255,9.4999999160699211,1.4211854471860035e-07,1.3163956212312145e-06,1.2511247409987073e-06,7.4598946071351337e-08,1.5226273248826038e-12,9.8392976601865682e-10,1.6636556053609548e-08,9.3296006444809888e-09,2.1361380262895553e-15,2.526378999619233e-15,1.1889810092438339e-15,1.5782797292522277e-08,6.6132375193365426e-11,1.6777066463728638e-16,8.6979598921365718e-20,8.1570212261613598e-23,8.9774188657696816e-24,1.0885060914920627e-15,3.0347889093003693e-12,4.5838098035329961e-14,4.589909586405166e-14,3.7760580110961381e-17,2.3237248610726896e-17,5.2139898800373112e-25,2.7833021415254082e-14,4.6139059621003228e-17,1.4654903512292556e-17,1.0579991813689568e-30,7.997116002217708e-19,1.6756108578772912e-21,1.0200084085297436e-30,1.5726074816246502e-10,1.4741439250725098e-23,3.7077774254971955e-24,5.0306471433369814e-14,1.466381335099731e-14,3.1063964381383632e-15,5.025057978302797e-14,9.0385881161316442e-16,1.0200080281630795e-30,1.3185371592022445e-22,1.1427290033340359e-22,1.0514956926173244e-22,1.4524794415851819e-25,5.788627062202726e-22,6.6426174296930494e-28,3.4153341874691809e-18
2.8877783201562788e-11,0.19780751160193344,76.950000000000003,0.0,0.0,0.0,0.99999704292868352,9.4999999088411418,1.4864687274874214e-07,1.3768246138637505e-06,1.3052639768979466e-06,8.1358072475481842e-08,1.5925240298997836e-12,9.8392964248155692e-10,1.7423320259008672e-08,9.7991821082012533e-09,2.3296871042332362e-15,2.9175729668118278e-15,1.3706444987490044e-15,1.6529186163222337e-08,7.2344076258945162e-11,1.7621499455835225e-16,9.1359184243922318e-20,9.8027700636332451e-23,1.0394953333851015e-23,1.1937083298543038e-15,3.3119704325190058e-12,5.2353523432163521e-14,5.2423432343005064e-14,4.3181916207281777e-17,2.6726994634252681e-17,5.4666954942241102e-25,3.04471733174946e-14,5.0514961729502779e-17,1.6109812973549757e-17,1.4441834281211351e-30,9.2133691446172964e-19,1.9100117359196903e-21,1.3923268617484365e-30,1.6469790606115507e-10,1.6984164681633792e-23,4.2717277514012271e-24,5.2706744005947566e-14,1.5324576418233767e-14,3.1065340327892793e-15,5.2645523078766852e-14,9.9289665514926455e-16,1.392326318502608e-30,1.5731211695539443e-22,1.3785110910385311e-22,1.2727147234301983e-22,1.838043722502581e-25,6.4429918008002728e-22,8.7905473198962655e-28,3.7361446903609575e-18
