Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87)
8.257535000000003e-09,0.006830102761175721,6.8347939848138746e-14,1.89025165452789e-16,1.3899234756800252e-15,1.0535072849612635e-15,2.0168374237004601e-18,0.0,0.0,9.0862944615039435e-14,7.0764995687779958e-19,1.7831496135551223e-24,6.4379435425829316e-25,2.0730440214367888e-31,6.9258476997997648e-16,3.2031351039322812e-24,4.8257057383451976e-12,1.013545678651313e-15,7.5310038176584925e-24,2.0512857345588234e-26,1.2575915692899692e-12,5.8709611463189675e-26,3.0897558762868682e-26,1.5176830985244764e-21,2.0450285965966798e-18,1.078503048638643e-27,1.3471328119287555e-13,2.1229984853417251e-26,5.0226296032594569e-12,6.2587023616087887e-25,7.961480352636355e-37,2.5466998467199092e-25,1.7987594183044443e-42,2.9920779636573638e-18,2.4468324968291519e-18,6.5587390923713249e-17,5.19485298560817e-16,8.2807309129782457e-19,3.8714128148973923e-13,1.7079092149327418e-23,4.3800021410686314e-26,4.4077406732965697e-22,6.4804548152244312e-21,3.533698816893904e-19,5.8636411298110101e-19,1.7311407509379374e-26,9.5820842068692957e-28,4.6561454940088061e-27,7.5926796678754512e-35,9.8499043703607688e-38,8.1122010667908805e-36,4.4676802015183558e-58,3.3862496646747045e-50,4.1922942151443468e-26,6.2509023642619914e-21,2.2946490257964418e-23,4.8229786800436218e-25,7.7879427869071826e-34,1.175702709746842e-21,1.5905154977472476e-26,3.4097124051358525e-39,5.1217640131764962e-17,3.3424389182377294e-19,5.9195677326975169e-21,8.2724505908546756e-26,1.1826390451991986e-36,8.3444341930785594e-41,7.3903994447012465e-34,0.88168480800000004,0.0,0.0094599999835812167,0.1088499999980414,5.9095520327354299e-12,4.3962058622027044e-12,6.3348264348688915e-12,5.9030247114539276e-15,4.5687845082096542e-15,2.2892325614200146e-15,6.4865626302301912e-13,4.7924869475782229e-13,7.073888205513804e-16,6.4880885494778302e-16,1.8901176230288484e-13,3.148670735183516e-16,3.6878258620200124e-17,2.8981168273910023e-14,2.1123265869478768e-14,2.3484341282044452e-14,1.9823500399265273e-14,2.5808797103250168e-14,4.3046051331050103e-12
9.710425936659643e-09,0.0068301027611943135,9.2590053078290327e-14,3.0016834788986596e-16,2.0268953897165724e-15,1.6803041899303599e-15,3.4190938895786505e-18,0.0,0.0,1.2389836886487463e-13,1.1241217957429678e-18,3.3203268362284509e-24,1.1952058710544585e-24,3.926880897556664e-31,1.0250274235407597e-15,5.2832628342428059e-24,5.7198530563639422e-12,1.4092375122171603e-15,1.1961539133354704e-23,2.5341116132141117e-26,1.7220407596626734e-12,1.2086037637661932e-25,4.8777864103052145e-26,2.3113856953669184e-21,2.7969585297885711e-18,2.1566314870011508e-27,1.8652335612725328e-13,3.9831815644001694e-26,5.8713606822935101e-12,9.8939165269757355e-25,1.3908258272855056e-36,4.1510162977008714e-25,4.1228812908242497e-42,4.8655495104318786e-18,3.4911634636381565e-18,9.0338568860649369e-17,7.1792046512019327e-16,1.0136213391191108e-18,5.3167103818955207e-13,2.7673137760580044e-23,6.6931009703634142e-26,6.4509617065667365e-22,9.3051097168816338e-21,4.9867093890453114e-19,7.0620547430050836e-19,3.211812798416638e-26,1.6976038178915666e-27,8.7661271107201225e-27,1.5888391378384396e-34,1.9770153603982588e-37,1.3785808555608668e-35,1.7438266158462483e-57,9.4177064480595059e-50,9.1081310381193362e-26,8.7714750481792253e-21,3.7459430988760444e-23,7.1525372140469069e-25,1.1793030698994045e-33,1.9328727988730176e-21,2.7862061983924125e-26,6.4196169352834666e-39,8.2757554493898025e-17,3.9285609980583273e-19,8.1580424860959184e-21,1.1812581930277969e-25,1.9541776347990967e-36,2.3805550793102264e-40,1.2950481293543764e-33,0.88168480800000004,0.0,0.0094599999806916808,0.10884999999737488,6.84113779322755e-12,5.0501025385245992e-12,7.3894289609567792e-12,7.1277452806238619e-15,5.498449680060699e-15,2.7562294141985326e-15,8.5832760299378218e-13,6.2517993204589157e-13,8.7620184758861549e-16,8.0471329786073289e-16,2.5822784330150202e-13,3.9185281715434219e-16,4.8372820467643729e-17,4.0100571488293224e-14,2.89954538199471e-14,3.2296628783979598e-14,2.746580847861315e-14,3.7030616543771197e-14,5.005220161814006e-12
9.999999999999999e-09,0.006830102761212892,9.7811225025502979e-14,3.2641522424691296e-16,2.1717628741109043e-15,1.8285658118011332e-15,3.7650664122635036e-18,0.0,0.0,1.3110625326254962e-13,1.2230690878045579e-18,3.7181419774906292e-24,1.3376812022339217e-24,4.4087363953401266e-31,1.101435765097896e-15,5.7871649044681557e-24,5.8995706161452727e-12,1.4961497286694077e-15,1.3010573340332646e-23,2.6316502516362137e-26,1.8227792318828689e-12,1.3794547392749832e-25,5.3004126986878252e-26,2.4922656792638295e-21,2.9598539045226598e-18,2.4477955324891905e-27,1.978620388787417e-13,4.4653489640679021e-26,6.0392852248970979e-12,1.0745945140700898e-24,1.5381371656067009e-36,4.5358047221735997e-25,4.8006531652238266e-42,5.3141348112478583e-18,3.7205080955259075e-18,9.5731255532523241e-17,7.6127855192825391e-16,1.0519589822491768e-18,5.6307778554645728e-13,3.0202712908331077e-23,7.221625084281905e-26,6.9130183886856057e-22,9.9345878281711064e-21,5.3087913801201419e-19,7.3059907231531915e-19,3.5921422205283437e-26,1.8811749467614068e-27,9.8310027270585369e-27,1.8154164340219049e-34,2.2431439557891643e-37,1.5175602253841052e-35,2.2407119261053227e-57,1.1386267170939205e-49,1.0500619944243953e-25,9.3227532245466595e-21,4.0898753649075499e-23,7.6756604310767514e-25,1.2726520141089799e-33,2.1150860374664938e-21,3.0815351861603265e-26,7.1994755582637169e-39,9.0272278271294977e-17,4.045220185816216e-19,8.6459824197845511e-21,1.2593579209238864e-25,2.1404771474445239e-36,2.8796029279722893e-40,1.4323962490677589e-33,0.88168480800000004,0.0,0.0094599999801157353,0.10884999999723281,7.0240255103028844e-12,5.1773356798696383e-12,7.5974914217883939e-12,7.3818445453403675e-15,5.6912930906065193e-15,2.8532158497073778e-15,9.024841213542826e-13,6.5548646431371652e-13,9.1117926921492531e-16,8.3700226920274944e-16,2.7319795746925929e-13,4.0783600436029358e-16,5.0778768679690592e-17,4.2532781755795183e-14,3.0705708446247941e-14,3.4214190452218764e-14,2.9139542632788811e-14,3.9498147856842819e-14,5.1429341017925482e-12
1.1163316873319283e-08,0.006830102761212892,1.2005077974460356e-13,4.4674438373514983e-16,2.8172693080714964e-15,2.509090353470322e-15,5.4113650832136109e-18,0.0,0.0,1.6216000413025089e-13,1.6794073208206014e-18,5.6848350928637379e-24,2.0408666796533746e-24,6.7950772585356635e-31,1.4447975633321303e-15,8.1473390766106098e-24,6.6265010052942656e-12,1.8725129763773638e-15,1.7831968765233019e-23,3.0272660992328636e-26,2.2544026845303874e-12,2.2688288170538571e-25,7.2408051123656353e-26,3.2962635302053742e-21,3.6570563000103723e-18,3.9402626984700807e-27,2.4680969149977688e-13,6.8504224896805238e-26,6.7097976925835825e-12,1.4624856688686516e-24,2.2390910583359195e-36,6.3228711295355988e-25,8.5102752284631755e-42,7.3944825371627075e-18,4.7096485068474823e-18,1.1892236810613832e-16,9.481974377067756e-16,1.2109376061319124e-18,6.9783457970671189e-13,4.1905094633695895e-23,9.5761348533948275e-26,8.963625886647599e-22,1.2694334485889181e-20,6.7140660360876524e-19,8.3027243829296708e-19,5.4577402510678189e-26,2.7551112325554743e-27,1.5092414368834617e-26,2.9823474247261205e-34,3.5972693043121935e-37,2.1748566052740525e-35,5.6229939601071876e-57,2.3228728725197412e-49,1.7933219003405706e-25,1.1702113950081743e-20,5.6686263509403563e-23,9.9755723475614197e-25,1.6974336342033206e-33,2.9630819688086512e-21,4.4825516400296948e-26,1.1052683506016131e-38,1.2497134080564391e-16,4.5133379184195726e-19,1.0745202964357912e-20,1.5980313314874189e-25,3.0102311641880384e-36,5.8383500351825006e-40,2.0840241803915012e-33,0.88168480800000004,0.0,0.0094599999778018553,0.10884999999663264,7.7502092096434092e-12,5.6789298836256434e-12,8.4262687197567451e-12,8.4385948302576598e-15,6.4933258062238949e-15,3.2569947430928748e-15,1.0870496390562237e-12,7.8066326672716444e-13,1.0563999027751312e-15,9.7105426761718636e-16,3.3716860277584756e-13,4.743029448569314e-16,6.0831667490599258e-17,5.3027776971796082e-14,3.8042725808920126e-14,4.245180595265464e-14,3.636939492849546e-14,5.0149423720566701e-14,5.6898288579931294e-12
1.2616207809978924e-08,0.006830102761231491,1.5058584745070119e-13,6.3298074828543739e-16,3.7735371057887969e-15,3.5642356101365421e-15,8.1255313403584617e-18,0.0,0.0,2.0567397944418836e-13,2.3937808508379923e-18,9.1295026523328566e-24,3.2681080214873014e-24,1.0970455309062611e-30,1.9603681193067911e-15,1.1932502945101917e-23,7.5452808938821516e-12,2.4042890367274129e-15,2.5330783999912216e-23,3.5281019757010378e-26,2.8531004672037342e-12,3.966677641922226e-25,1.0255277234987168e-25,4.4759592051050584e-21,4.6223208785978614e-18,6.7156977206061115e-27,3.1558775351476392e-13,1.102585771275348e-25,7.5381095006497437e-12,2.055228521160374e-24,3.3879998582573222e-36,9.1495684564587527e-25,1.61955979488748e-41,1.0677001336836158e-17,6.0899821713105521e-18,1.5129274692577677e-16,1.2102361611570673e-15,1.4220445041219319e-18,8.8516795484286812e-13,6.0290537551341056e-23,1.3044035647527433e-25,1.198796643608474e-21,1.6681330743616834e-20,8.7251121837448222e-19,9.5849168038145907e-19,8.6732432967234275e-26,4.1847471187318527e-27,2.4270400767713835e-26,5.1515122000165374e-34,6.0800016722336127e-37,3.2492357653802051e-35,1.5586157456120123e-56,5.1998973164785174e-49,3.2705483346190788e-25,1.504902070342412e-20,8.1140108467340071e-23,1.3297046411359533e-24,2.3492231268662918e-33,4.3069883986944237e-21,6.7652127958836823e-26,1.7774278386682787e-38,1.7930434101669716e-16,5.096755898977737e-19,1.3677400980963961e-20,2.0761707590143078e-25,4.3968097287794093e-36,1.2740394113821917e-39,3.1458545829387843e-33,0.88168480800000004,0.0,0.0094599999749117175,0.10884999999582035,8.6394672258308647e-12,6.2854494552295935e-12,9.4455669585567831e-12,9.8442507796863399e-15,7.5605785278527314e-15,3.7952356029062264e-15,1.3322437719245539e-12,9.4347843459599247e-13,1.2489442721689813e-15,1.1486894789754441e-15,4.2545235131273878e-13,5.6265410538484523e-16,7.4255001861751929e-17,6.7764066724012254e-14,4.8240152959809439e-14,5.3928468838262816e-14,4.6539545299667409e-14,6.5031189056021767e-14,6.3587942788913313e-12
1.4069098746638564e-08,0.0068301027612501205,1.8405731529418154e-13,8.6298898118253389e-16,4.9076634861515136e-15,4.8694428507342157e-15,1.1703323768738593e-17,0.0,0.0,2.5446059118967532e-13,3.2878130667623605e-18,1.393857037897075e-23,4.9739368526646382e-24,1.6770129119171192e-30,2.5798101680706683e-15,1.6777120328118415e-23,8.475827572765616e-12,3.0054695886355767e-15,3.4642477337780642e-23,4.0356810670613366e-26,3.5166342869165588e-12,6.5513653722683273e-25,1.3996696900211322e-25,5.8520438833582931e-21,5.6899173786409042e-18,1.0828415682578931e-26,3.928698964564749e-13,1.6845144829562031e-25,8.3564929181167827e-12,2.776925324396032e-24,4.88471636084808e-36,1.2719739720128377e-24,2.8897934517507541e-41,1.4812320827391003e-17,7.6184786444946063e-18,1.8740387487416906e-16,1.5039561840436596e-15,1.6492749334596938e-18,1.0932098894281593e-12,8.3345155434408636e-23,1.7105567100732756e-25,1.5570339451238135e-21,2.1304114587528721e-20,1.1029119052045202e-18,1.0907682568025403e-18,1.3078234465155653e-25,6.0387990299581418e-27,3.6993676568869894e-26,8.3344032175152033e-34,9.7049113420782737e-37,4.6581948488189224e-35,3.8625214229302048e-56,1.0758613455125391e-48,5.6076827574222741e-25,1.8823058578533885e-20,1.1133186185340119e-22,1.7118888155985381e-24,3.1526593293475393e-33,6.0049374744480756e-21,9.7191910466822728e-26,2.7092395526874768e-38,2.4718790090376931e-16,5.678829074490859e-19,1.695099870065309e-20,2.6140417327614312e-25,6.1610776068725482e-36,2.5370984424638856e-39,4.5201196969683505e-33,0.88168480800000004,0.0,0.0094599999720212449,0.10884999999494313,9.5113117793753218e-12,6.8720636263373889e-12,1.0447583504370898e-11,1.1352605977959933e-14,8.7064214045196765e-15,4.3741856989999241e-15,1.5916207766267065e-12,1.1117212964300672e-12,1.4551963284852462e-15,1.3388929986997296e-15,5.2270199347009774e-13,6.5752481734406143e-16,8.8679487655008456e-17,8.4310443855273033e-14,5.956316357463826e-14,6.6705385407571807e-14,5.7980943890613117e-14,8.1526738354872613e-14,7.0124763031720413e-12
1.5521989683298204e-08,0.006830102761268814,2.2033760392612811e-13,1.1406490574118354e-15,6.2305493545174967e-15,6.44708181806051e-15,1.6296434914488201e-17,0.0,0.0,3.0853301562647617e-13,4.3820214230009601e-18,2.0433064280847222e-23,7.2665106913196607e-24,2.4534386157217799e-30,3.3103699522142925e-15,2.281673031393088e-23,9.4177889890153806e-12,3.67692209234158e-15,4.5945639945474932e-23,4.5497473376186206e-26,4.2436250030224623e-12,1.0336241327073994e-24,1.8538935226922214e-25,7.4241578297876917e-21,6.8572842267778556e-18,1.6697122697877246e-26,4.7866405276661937e-13,2.4683219932706374e-25,9.1651719775989576e-12,3.63576669524875e-24,6.7755559123356584e-36,1.712189152386554e-24,4.8963650646662852e-41,1.9899032370047623e-17,9.2812573040297303e-18,2.27211279339758e-16,1.8292791950645353e-15,1.894709034760581e-18,1.321512992676552e-12,1.1157408980513881e-22,2.1763417052573537e-25,1.9762575356250134e-21,2.6607530895846766e-20,1.3635074923725341e-18,1.2269849464692224e-18,1.8907239182139449e-25,8.3651686029670851e-27,5.4015384586783551e-26,1.2798264394752951e-33,1.4811099110138197e-36,6.4674656610413896e-35,8.7845050022806251e-56,2.0894991418178444e-48,9.1492145219214803e-25,2.3042013046222056e-20,1.477744961392274e-22,2.1441497909200762e-24,4.1282703223206991e-33,8.0958168532204912e-21,1.3425958414062036e-25,3.9558650788360457e-38,3.300050645218051e-16,6.2596060375240866e-19,2.0562458834961796e-20,3.2099492765163103e-25,8.3506261784418513e-36,4.7040141823312579e-39,6.2447569577041409e-33,0.88168480800000004,0.0,0.0094599999691304063,0.10884999999400539,1.0367741435986684e-11,7.4407205877976608e-12,1.1432614140564244e-11,1.2970921168212904e-14,9.9362634258491721e-15,4.9966733527709838e-15,1.8632650944587352e-12,1.2838829923176926e-12,1.6764733958456739e-15,1.5429285734987372e-15,6.2855476911723862e-13,7.5951895354599096e-16,1.0416760726520353e-16,1.0266755580504875e-13,7.198814336872846e-14,8.076197527623062e-14,7.0697289707223931e-14,9.9484697447340795e-14,7.6512232624152758e-12
1.6974880619957846e-08,0.006830102761287578,2.593050207413376e-13,1.4697130801850133e-15,7.7524390702104077e-15,8.3187864066073998e-15,2.2065338781747665e-17,0.0,0.0,3.6789987302732323e-13,5.6970962149113878e-18,2.8965386888394484e-23,1.0263324389539637e-23,3.4622004050057728e-30,4.1587718103632775e-15,3.018465724180948e-23,1.0370819696994275e-11,4.4194962845740837e-15,5.9413679406573109e-23,5.0703160606122306e-26,5.0327619934839744e-12,1.5700260898330885e-24,2.3954478608363212e-25,9.190787562291791e-21,8.1220347256460103e-18,2.4810503265315935e-26,5.7297496037370131e-13,3.4949762515450415e-25,9.9643895783682894e-12,4.6392978736948255e-24,9.1060241293758614e-36,2.2445365274377015e-24,7.9481976043038938e-41,2.6036314702959465e-17,1.1064379478311814e-17,2.706711477784542e-16,2.1861285904764804e-15,2.1602136440421489e-18,1.569636191957481e-12,1.4548009231433103e-22,2.7016562723412654e-25,2.4621557153466771e-21,3.2642147448715921e-20,1.6551845308842714e-18,1.3670673932575557e-18,2.6407439700983216e-25,1.120912397781091e-26,7.6139541731052042e-26,1.8832895573757175e-33,2.1801003712128587e-36,8.7537445738121553e-35,1.8649981899582216e-55,3.8496911194859778e-48,1.4323838155943966e-24,2.7728739344015733e-20,1.9099841907045694e-22,2.6264375284314925e-24,5.2959814083253389e-33,1.0617869500060591e-20,1.7965152281118729e-25,5.5761926438631004e-38,4.2911748225776835e-16,6.8391310831290761e-19,2.4508292028876675e-20,3.8621442906201063e-25,1.1014662139927974e-35,8.229584957454639e-39,8.3568498123657073e-33,0.88168480800000004,0.0,0.0094599999662391809,0.10884999999301097,1.1210504606559897e-11,7.9930903173177386e-12,1.2400978982090495e-11,1.4706247851105708e-14,1.1255162067580418e-14,5.6653238959339683e-15,2.1454920048098238e-12,1.4586982308171307e-12,1.9138997234489636e-15,1.761898407755865e-15,7.4265511060312823e-13,8.6916907071787659e-16,1.2080863239170762e-16,1.2283579074359271e-13,8.5491939974083914e-14,9.6077930874647761e-14,8.469162874014102e-14,1.1875302391697032e-13,8.2753784912789578e-12
1.8427771556617485e-08,0.006830102761306436,3.0084631469915924e-13,1.8537222855818958e-15,9.4825507330100227e-15,1.0504976406001234e-14,2.9178595729258576e-17,0.0,0.0,4.3256485561138345e-13,7.2536014291083365e-18,3.9922062346287604e-23,1.4092151484040891e-23,4.7406484743879091e-30,5.1309281277572103e-15,3.9007798654881046e-23,1.1334588479315073e-11,5.2340063438635748e-15,7.5214172875765896e-23,5.597233831144472e-26,5.8828293815379232e-12,2.3101054146199022e-24,3.0314150769328035e-25,1.1149620764600687e-20,9.4820305816626073e-18,3.5738933361809699e-26,6.7580330101275512e-13,4.8091683353645751e-25,1.0754403258059628e-11,5.7942358768546974e-24,1.1920276480283686e-35,2.8779091206744535e-24,1.244473999526027e-40,3.3322503237523099e-17,1.2954907902564626e-17,3.1774127468976766e-16,2.5744318803943279e-15,2.447617994389666e-18,1.8371537673677603e-12,1.8555509145508409e-22,3.2861045491492156e-25,3.0209475504521595e-21,3.9464260620950821e-20,1.97880146531736e-18,1.510974223858412e-18,3.583649314414795e-25,1.4611430961244901e-26,1.042174959558545e-25,2.6749947864627448e-33,3.115688738113653e-36,1.1607093019319212e-34,3.7382633595578984e-55,6.7806803411657781e-48,2.1661801434331129e-24,3.2910917395964248e-20,2.4156273582197754e-22,3.158703562450086e-24,6.6748915339097023e-33,1.3607839504607842e-20,2.3412513016089562e-25,7.6325777680451048e-38,5.4583895873272779e-16,7.4174466490788593e-19,2.8785132241066112e-20,4.5689484717786412e-25,1.420333873956793e-35,1.3725078160104048e-38,1.0891667069140938e-32,0.88168480800000004,0.0,0.0094599999633475425,0.10884999999196315,1.2041052659015333e-11,8.5305312398351247e-12,1.3353015273728165e-11,1.6565192241454641e-14,1.2667684789428155e-14,6.3825033937116585e-15,2.4368836832019442e-12,1.6351710513562842e-12,2.1684342708516369e-15,1.9966899766756846e-15,8.6466224152545845e-13,9.8692499986584371e-16,1.3869074939470301e-16,1.4481523073171011e-13,1.0005232079189135e-13,1.1263359206175368e-13,9.9966122448257392e-14,1.3919058214172233e-13,8.8852738788148011e-12
1.9880662493277124e-08,0.0068301027613253944,3.4485267901492226e-13,2.2961066266053481e-15,1.1429492525298996e-14,1.3025431191070209e-14,3.7812201096387578e-17,0.0,0.0,5.025286820913976e-13,9.0722298751123264e-18,5.3718742758894851e-23,1.8889369757480647e-23,6.3273736838934289e-30,6.2322565142699241e-15,4.9408539796017174e-23,1.2308771343496364e-11,6.1212497653633437e-15,9.3510035729551426e-23,6.13024372148145e-26,6.7926604654915315e-12,3.3075642386566194e-24,3.7687405112012696e-25,1.3297970585836826e-20,1.0935288617945467e-17,5.0129730479712402e-26,7.8714684280739622e-13,6.4589533771134366e-25,1.1535480349088036e-11,7.1068702582341582e-24,1.5261343711280826e-35,3.6212663382027679e-24,1.8888850976742593e-40,4.1856395442044019e-17,1.4940622920425772e-17,3.6838027275381558e-16,2.9941196489108027e-15,2.7588086102283405e-18,2.1236471660332763e-12,2.322886648050794e-22,3.9291357981653198e-25,3.6593392372512366e-21,4.7134866117161909e-20,2.3352079729191617e-18,1.6586115456293053e-18,4.7461875838753798e-25,1.8610284705530007e-26,1.3914315963506882e-25,3.6878225542194187e-33,4.3448386237567487e-36,1.5132950947571899e-34,7.1352793431176769e-55,1.1484628343681379e-47,3.1798955873052373e-24,3.8619465441686495e-20,3.0006332585353654e-22,3.7409060284341916e-24,8.2884831342183031e-33,1.7101835158190807e-20,2.9841778370390326e-25,1.0190494219811774e-37,6.8146284956368598e-16,7.9946347317417292e-19,3.3389676335538047e-20,5.3287569187573153e-25,1.796862994334263e-35,2.1981935400272726e-38,1.388354501503191e-32,0.88168480800000004,0.0,0.0094599999604554758,0.10884999999086493,1.286066370869639e-11,9.0542264342201039e-12,1.4289071312343965e-11,1.8554036609680008e-14,1.4178050478231136e-14,7.15039973530104e-15,2.7361755401716912e-12,1.8124583109920592e-12,2.4410062713018797e-15,2.2481023351800756e-15,9.9424272316043894e-13,1.1132103210781403e-15,1.5789589044878988e-16,1.6860573306863653e-13,1.1564748123012798e-13,1.3040956158403939e-13,1.1652236933655655e-13,1.6066404468296432e-13,9.4812365346745507e-12
2.1333553429936762e-08,0.006830102761344467,3.9122191502165431e-13,2.8001143338233087e-15,1.3601006280671271e-14,1.5898883800583425e-14,4.8148667284665733e-17,0.0,0.0,5.7778879268542947e-13,1.1173539895338713e-17,7.0801668281959837e-23,2.4800856397693648e-23,8.261804983776182e-30,7.4674909253266421e-15,6.1501087263040399e-23,1.3293057942925324e-11,7.0819922147395664e-15,1.1445882970224183e-22,6.6690782100238852e-26,7.7611599504251918e-12,4.6253819905073822e-24,4.6142162877721402e-25,1.5632950923235827e-20,1.2480041163715983e-17,6.8718380459778915e-26,9.0699977051741783e-13,8.495932324688507e-25,1.2307894060519054e-11,8.5829196316758409e-24,1.917092360920415e-35,4.4835232254247969e-24,2.7906119242023407e-40,5.1735980403277854e-17,1.7010587270815135e-17,4.2254838117497758e-16,3.4451275910851934e-15,3.0956240469591996e-18,2.4287127299362407e-12,2.861607454973746e-22,4.6300776363955403e-25,4.3845741848492215e-21,5.5720085215860297e-20,2.7252304235335821e-18,1.8098667028892498e-18,6.1558767349661377e-25,2.3240125966872282e-26,1.8184885845599615e-25,4.9561782485620467e-33,5.9353287497310786e-36,1.945491463937215e-34,1.3051269880952087e-54,1.8791665045183446e-47,4.5494386153863201e-24,4.4888804318652299e-20,3.6713954121994345e-22,4.3730122499381119e-24,1.0163329805804093e-32,2.1134681169326372e-20,3.7323213618476665e-25,1.3318230143247341e-37,8.3723939931923274e-16,8.5707990009961493e-19,3.8318748353218605e-20,6.140122856996211e-25,2.2364414307210805e-35,3.4009975653365107e-38,1.7365202971609863e-32,0.88168480800000004,0.0,0.0094599999575629527,0.10884999998971889,1.3670404626029218e-11,9.5651546457623991e-12,1.5209500461854596e-11,2.0678564016239484e-14,1.5789948748887441e-14,7.9709529340639039e-15,3.0422889661710221e-12,1.9898920930185788e-12,2.7325160850075604e-15,2.5168679949594397e-15,1.1310768972289238e-12,1.2484173410782614e-15,1.7849439331124574e-16,1.9420687627009006e-13,1.3225643729984425e-13,1.4938702882054071e-13,1.3436126459323367e-13,1.830540666744057e-13,1.0063583232980939e-11
